User,Tweet,Date
SARwatchMED,"RT @Left_EU: BREAKING ⛔️ Frontex budget discharge has been refused by the European Parliament.

MEPs refuse to endorse the use of public mo…",2022-10-18 10:46:15+00:00
SARwatchMED,"RT @resqship_int: 3/3 Without the coordination of our crew and the good cooperation with the fisherman, the people would probably now be on…",2022-10-18 10:46:07+00:00
SARwatchMED,"RT @resqship_int: 2/3 In cooperation with the fisherman, our crew managed to inform the Italian authorities in time and prevent the Tunisia…",2022-10-18 10:46:03+00:00
SARwatchMED,"RT @resqship_int: 1/3 Last night, our crew found a fishing boat that had previously rescued 35 people from an inflatable boat, including a…",2022-10-18 10:45:58+00:00
SARwatchMED,RT @Marius_Rx: Un grand merci au Parlement européen qui n'a pas validé le budget de l'agence Frontex ! Celle-ci ne respecte pas les droits…,2022-10-18 10:45:55+00:00
SARwatchMED,"RT @LexFront: Frontex LOST in the @EUparliament. 

Discharge of budget refused. https://t.co/wHVk50NM4k",2022-10-18 10:45:51+00:00
SARwatchMED,"RT @ManonAubryFr: L'agence 🇪🇺 aux frontières FRONTEX viole les droits fondamentaux, couvre les exactions des gardes côtes et ment aux insti…",2022-10-18 10:45:46+00:00
SARwatchMED,"RT @resqship: 1/3 Vergangene Nacht traf unsere Crew auf ein Fischerboot, was 35 Menschen von einem Schlauchboot gerettet hatte. Die Überleb…",2022-10-18 10:45:40+00:00
SARwatchMED,RT @saskiabricmont: Le Parlement #UE refuse d'accorder la décharge budgétaire à #Frontex. C'est un signal fort : la violation des droits hu…,2022-10-18 10:45:35+00:00
SARwatchMED,"RT @saskiabricmont: Breaking: EP refuses granting budgetary discharge to #Frontex. Strong signal from EP, human rights violation, disregard…",2022-10-18 10:45:31+00:00
SARwatchMED,RT @ErnstCornelia: Victory!! Frontex discharge not granted! @Left_EU https://t.co/QWCOgGuIBm https://t.co/kgfMiTGlgg,2022-10-18 10:45:27+00:00
SARwatchMED,"RT @ecre: INTERVIEW: Our response to violence cannot be more violence!  
@Shemsh from ECRE member @aditusNGO Foundation, argues that there…",2022-10-18 10:45:22+00:00
SARwatchMED,RT @cochetel: Fury of families as Tunisia migrant drowning victims buried in secret  https://t.co/Hw64iOvf9Y via @TheNationalNews identifyi…,2022-10-18 10:45:11+00:00
SARwatchMED,RT @AngiKappa: Una bambina di 4 è arrivata da sola a #Lampedusa su un barchino partito dalla #Tunisia . Il resto della famiglia tunisina (p…,2022-10-18 10:45:08+00:00
SARwatchMED,RT @eha_news: The European Media Director of Human Rights Watch Stroehlein outlines #Greece's actions that go against international law and…,2022-10-18 10:45:03+00:00
SARwatchMED,"RT @r42sailrescue: In 6 Tagen, die wir in der SAR-Zone waren, konnten wir in 4 Einsätzen 133 Menschen aus akuter Seenot helfen.
Die #civilf…",2022-10-18 10:44:56+00:00
